,people_ID,Infec_Prob
0,5942,50.39507634416128
1,18664,50.57968932699483
2,5603,50.0959147739579
3,5649,50.24175996570047
4,5099,50.3927445712651
5,18749,50.08476992472657
6,5228,50.14172350194184
7,5559,50.274186828826515
8,5220,50.17081348158301
9,5476,50.52892414745314
10,5260,49.950333781722605
11,17638,50.37402112856318
12,18635,50.190675902085815
13,18794,63.314026560000215
14,5263,49.952668104622525
15,17680,70.95405599999972
16,18030,50.21549568433921
17,18090,50.54404639822246
18,18455,50.298840374950686
19,18155,50.27407132755247
20,18116,62.05392287999999
21,18144,50.32766436952532
22,5218,61.01576927999988
23,5386,50.37453653984914
24,18105,50.20479068820536
25,5735,49.85099202278135
26,5900,50.15093541098653
27,18391,50.13487316768845
28,5786,50.27774498402152
29,18639,50.34581801356
30,17984,50.49918929242777
31,18274,49.90885750817297
32,5425,50.38410286810778
33,6076,50.22028148671361
34,18545,50.062885166377676
35,17697,67.23883296000038
36,6137,50.03620335681135
37,6083,50.41122894407698
38,17730,50.29663563431691
39,5896,60.790239360000164
40,18906,50.47167745453225
41,17808,50.028757103743615
42,6078,50.28612920048836
43,5516,49.72720509072141
44,18093,49.912947009987555
45,6120,50.156741044836345
46,18154,50.37208953324894
47,17935,50.011749293737786
48,18769,67.74424127999998
49,18264,50.39950365507673
50,18076,47.80588840060535
51,18035,50.0413222779525
52,18051,50.4031945410778
53,18676,49.81781895881463
54,5332,50.35384921978942
55,5898,65.84432256000014
56,18370,50.18348309946371
57,17706,49.70195491579439
58,5198,50.45444581061734
59,18360,49.68530438185675
60,18240,49.98102005550009
61,18691,50.30763758254395
62,5768,50.29288400560361
63,18315,49.708043424549174
64,18776,50.095111898652455
65,6225,50.22513259091932
66,17983,61.65265536000016
67,17973,50.51128561936596
68,5805,57.78772991999995
69,5500,50.28666731980655
70,5305,50.20985214335321
71,18243,49.72663248734656
72,5169,49.94322654422689
73,5258,49.932096649983
74,17810,67.63717151999995
75,5714,49.69140203874434
76,6070,49.98131392812395
77,5959,64.65907008000029
78,18771,50.27928499848737
79,17765,50.07374680233213
80,18822,50.136724444939425
81,17735,62.7096844800003
82,17966,49.98294403801881
83,18861,50.34132847214555
84,18236,49.91045581073252
85,18750,72.29584511999987
86,17809,60.12504000000027
87,6049,49.704140730915476
88,18465,50.246692733775255
89,6201,50.660356642050765
90,18877,49.93972244532211
91,5087,49.61871740670733
92,17742,50.158093930736186
93,17941,61.18076736000026
94,18421,49.88208566612691
95,18489,50.25849008495954
96,6299,66.29408064000023
97,18428,49.479834846044774
98,5563,59.02082208000014
99,18796,59.29646976000017
100,5849,49.59666778217847
101,5661,50.02357907630933
102,5893,50.14863479136821
103,5378,62.748086400000076
104,5622,50.046923589264686
105,5823,49.861247784485776
106,18521,49.404172156440474
107,5502,49.96312936397693
108,18785,49.93988002145797
109,17783,50.34606490431268
110,18424,62.857759679999965
111,18147,50.25310794815529
112,18881,54.95510016000024
113,18851,49.74595918241457
114,17686,49.918440550580954
115,5100,50.028467787061516
116,5213,49.73926292369888
117,18252,49.914337051816325
118,5576,50.01432891497427
119,18050,49.64260549299514
120,5875,49.75466680913714
121,6059,49.83572748070102
122,18599,49.813217222040905
123,5173,50.2146661453997
124,5461,49.88171176188072
125,5151,64.93732128000035
126,5266,49.89616501318235
127,5514,68.8097318400001
128,5224,49.88950177506378
129,18069,50.00479213418505
130,5587,49.833132619190266
131,17874,49.6883976848437
132,5536,49.60147170727731
133,5215,49.97173871042429
134,5400,65.5943846400004
135,17857,49.83674688692705
136,6043,63.11615904000027
137,18330,49.55444551889847
138,18333,49.81449779445685
139,17788,50.0450274789309
140,18332,61.75809792000006
141,17836,49.94656950084425
142,5247,49.56193766381701
143,5922,50.03334057530418
144,18641,64.74758976000011
145,5951,67.11614208000037
146,18807,49.95356679774577
147,18293,59.396054400000054
148,18775,50.310631877627124
149,5601,50.03957448850081
150,5102,49.939777706880385
151,18464,49.497544335947694
152,17713,49.92377972293087
153,18557,49.95607642177047
154,18854,49.70220246225188
155,18401,50.105849614885216
156,18699,65.30539392000007
157,5706,65.92926240000007
158,5747,49.73652312915837
159,5496,50.111597527157464
160,18308,49.8101622626844
161,5345,57.75713856000006
162,18525,49.318538643256346
163,18258,60.05930112000027
164,6062,50.00293540870055
165,17921,49.597652433270056
166,5303,50.10916353569355
167,18592,50.03678399989083
168,5814,49.747376803851495
169,18805,50.01351944496364
170,5910,49.808844161163066
171,5201,49.87954857330173
172,5724,65.61976895999997
173,17693,49.73449241831179
174,5407,50.123498210385414
175,18617,49.70453313787573
176,18173,49.720065353666755
177,18875,49.6703721727615
178,5225,49.65551188597521
179,5858,49.771093839340075
180,5091,49.76675268136701
181,5254,50.003569601653055
182,18801,49.788630494975735
183,6009,49.55132689728865
184,18149,49.70361475777988
185,6105,50.04806288704324
186,5974,49.67530056687206
187,17967,61.25041151999984
188,5781,49.72705307351402
189,5834,49.65408375050719
190,17683,49.52140953827069
191,5338,49.55936693786274
192,18400,63.98020224000021
193,18633,49.769832744256
194,6162,50.033766876712285
195,18598,49.663047164721384
196,5212,49.89126753576298
197,18731,49.55862556716307
198,18177,50.04434923015619
199,5232,49.99736079274287
200,5753,50.13730831626223
201,5118,50.171574491345886
202,18055,63.17831808000024
203,18151,61.581058559999946
204,5572,49.75122948495606
205,18502,49.92002174164864
206,18178,49.63173815720882
207,6276,49.932639983907045
208,5226,67.80021696000026
209,18411,49.989024596315616
210,6134,49.39554205342548
211,5177,49.46421945318285
212,18031,49.494628513057684
213,17853,49.52963928939319
214,6171,49.611518196822146
215,5725,62.34226272000006
216,6282,49.78245103578253
217,18762,49.62509345009473
218,17909,49.70027404402864
219,18357,49.90858334996693
220,5981,49.54881713226472
221,5862,49.62097272643745
222,18461,49.64459717085732
223,5275,49.46004911416689
224,6084,49.84161288894746
225,18403,49.11132069441958
226,17856,49.54736714393276
227,17723,49.335623698498054
228,6103,49.715355747219256
229,17897,49.43243958646467
230,6042,49.87686916902895
231,6219,61.323310080000404
232,5697,63.58056191999985
233,18636,66.04739712000018
234,5343,49.512799863250926
235,5994,49.57244306302135
236,5956,61.91626176000044
237,5666,49.947922806818426
238,18791,49.597864412191015
239,5686,49.29321272596285
240,6027,49.60386630851191
241,5751,49.754874385383154
242,18812,64.63661472000011
243,18688,50.09751398629604
244,18441,64.66134816000019
245,5508,49.07908918935637
246,5889,49.88667818667597
247,5843,49.503451908378146
248,5459,49.45925828082344
249,18141,49.34023139270965
250,18757,62.04025439999993
251,6313,49.67241693505308
252,6032,67.15975103999996
253,18475,49.896558478374004
254,17702,49.78435901322718
255,5815,49.46233377446894
256,18816,49.525914748325384
257,18589,49.34594821366908
258,17738,49.345294443363564
259,18553,49.858718342092615
260,5538,48.716449200671505
261,18472,49.46402254974985
262,5453,49.72356564695425
263,18026,49.70997386356365
264,18409,49.54798837022072
265,5444,49.39910922948056
266,17965,49.583585064015246
267,18541,49.46995791498077
268,5371,49.866097235810535
269,6051,49.524302751544944
270,18882,49.62848607190616
271,5108,49.56503290053073
272,6005,63.11323008000004
273,5380,49.27536948037301
274,6151,49.42114485973145
275,18195,49.5791138786919
276,17695,49.5200185142915
277,5101,49.89878555722868
278,5255,49.36301260503714
279,5579,49.41895510840106
280,18509,49.59763139010307
281,5257,49.26461362427249
282,6310,65.1983241599999
283,5431,49.35343874139324
284,17703,49.400756529424264
285,18316,49.75226762605863
286,5174,49.07782718318311
287,18337,49.470653109936
288,18515,49.62646970775441
289,17993,62.17433568000007
290,6232,49.81992729333938
291,5339,49.56106559609663
292,5972,49.438724431963145
293,6097,49.32899480162263
294,5130,49.33086567447921
295,5934,49.611791995721546
296,17646,62.95474080000049
297,5803,49.12128395069631
298,18134,62.102088000000066
299,18301,49.690827750056044
300,18071,48.89515663825153
301,5973,49.384617488514834
302,17972,57.26897855999997
303,6212,60.57642527999983
304,17886,49.55342476631666
305,18584,49.54480748770348
306,18027,49.37804653371349
307,5093,49.50613247942201
308,5817,49.355201307843785
309,5519,49.5950593638092
310,18127,49.35355994125054
311,6144,48.9964406474565
312,5430,49.75286079186466
313,6179,49.28432569995486
314,5921,49.44135567626751
315,5788,49.17565099677082
